"UID_ANONYM_COVID","coco2_cal_SEXE","coco2_cal_AGE1","coco2_cal_AGE2","coco2_cal_DIPL","coco2_cal_ZEAT","coco2_q04","coco2_q06_1","coco2_q06_2","coco2_q06_3","coco2_q06_4","coco2_q06_5","coco2_q06_6","coco2_q06_7","coco2_q06_8","coco2_q06_9","coco2_q06_10","coco2_q07_1","coco2_q07_2","coco2_q07_3","coco2_q09","coco2_q10","coco2_q16","coco2_q17","coco2_q18","coco2_q19","coco2_q20","coco2_q21","coco2_q25_a","coco2_q38_modifie","coco2_q47","coco2_q51","coco2_q52_1","coco2_q52_2","coco2_q52_3","coco2_q52_4","coco2_q53_1","coco2_q53_2","coco2_q53_3","coco2_q54_1","coco2_q54_2","coco2_q54_3","coco2_q54_4","coco2_q54_5","coco2_q54_6","coco2_q54_7","coco2_q54_8","coco2_q54_bis_1","coco2_q54_bis_2","coco2_q54_bis_3","coco2_q54_bis_4","coco2_q54_bis_5","coco2_q54_bis_6","coco2_q54_bis_7","coco2_q59_1","coco2_q59_2","coco2_q59_3","coco2_q59_4","coco2_q59_5","coco2_q59_6","coco2_q59_7","coco2_q59_8","coco2_q59_9","coco2_q64","coco2_q68","coco2_q79","coco2_q92","coco2_q93_1","coco2_q93_2","coco2_q93_3","coco2_q93_4","coco2_q93_5","coco2_q94","coco2_q95_1","coco2_q95_2","coco2_q95_3","coco2_q95_4","coco2_q95_5","coco2_q95_6","coco2_q96_1","coco2_q96_2","coco2_q96_3","coco2_q96_4","coco2_q96_5","coco2_q96_6","coco2_q96_7","coco2_q96_8","coco2_q96_9","coco2_q97","coco2_q98","coco2_q99_1","coco2_q99_2","coco2_q99_3","coco2_Bloc2_DO_exp1_gpe","coco2_exp1_gpe_a","coco2_exp1_gpe_b","coco2_q100","coco2_q101","coco2_q102","coco2_q103_1","coco2_q103_2","coco2_q103_3","coco2_q104_1","coco2_q104_2","coco2_q104_3","coco2_q105_1","coco2_q105_2","coco2_q105_3","coco2_q106_1","coco2_q106_2","coco2_q106_3","coco2_q107_1","coco2_q107_2","coco2_q107_3","coco2_q107_4","coco2_q107_5","coco2_q107_6","coco2_q107_7","coco2_q107_8","coco2_q108_1_1","coco2_q108_2_1","coco2_q108_3_1","coco2_q108_4_1","coco2_q108_5_1","coco2_q108_6_1","coco2_q108_7_1","coco2_q109_1","coco2_q109_2","coco2_q109_3","coco2_q109_4","coco2_q109_5","coco2_q109_6","coco2_q109_7","coco2_q109_8","coco2_q110_1","coco2_q110_2","coco2_q110_3","coco2_q111_1","coco2_q111_2","coco2_q111_3","coco2_q111_4","coco2_q111_5","coco2_q111_6","coco2_q112_1","coco2_q112_2","coco2_q112_3","coco2_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco2_POIDS","coco2_PDSPLT","coco2_cal_NAT","coco2_POIDS_INIT","coco2_PDSPLT_INIT"
863,1,3,3,3,6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,3,4,2,3,3,4,3,1,5,3,5,4,4,4,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,2,1,3,7,2,3,3,4,3,4,2,1,2,2,2,2,65,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,6666,1,8,5,4,1,5,5,2,6666,6666,1,2,2,1,2,2,2,2,1,1,2,2,2,2,6666,6666,3,2,6666,6666,6666,5,1,4,3,3,2,2,4,2,4,4,1,2,2,2,3,2,1,3,4,0.682522899635931,0.582017182333785,0.478148582212942,0.548797212570394,1,7,1,1,6,2,6,2,1,2,2,1,1,6,6,1,6,6,9,3,1,1,6,2,1,2,3,2,2,6,6,6,1,1,6,66,66,4,11,6,6,5,4,2,6,6,2,6,66,1,4,4,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,10,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,3,6,3,2,51,5,5,4,2019,6,112,9,0,0.755824664690807,"NA",1,0.745238206,"NA"
865,1,3,3,3,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,3,3,3,2,2,4,4,1,5,3,5,3,3,3,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,5,1,1,4,7,2,5,5,7,2,8,1,1,1,2,2,2,60,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,6666,1,5,5,5,4,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,6666,6666,6666,1,6666,6666,6666,4,3,3,5,3,3,4,5,2,5,5,3,3,1,1,3,3,2,2,5,0.477557526239881,0.754192459521633,0.627709504276608,9999,1,7,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,8,3,3,8,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,7,2,6,3,2,2,6,6,2,6,66,1,7,4,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,11,6,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,1,1,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,7,2,1,46,4,5,4,2018,5,112,8,0,0.672672023108262,"0,933118025611933",1,0.601730204,"0,694255361"
866,1,4,4,2,5,2,2,1,1,1,1,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,1,1,4,5,5,1,5,2,1,2,5,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,8,2,6,3,3,4,7,1,8,1,1,1,2,2,2,70,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,6666,5,5,5,4,5,5,4,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.874338180119007,0.721842537781828,0.769553549075763,0.830413712657054,1,10,1,1,6,2,6,2,1,2,2,3,1,6,6,6,6,6,7,2,3,8,6,6,1,1,1,5,2,5,6,6,1,1,6,66,4,66,1,1,6,1,1,1,2,2,1,6,66,1,4,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,6,2,4,61,6,5,1,2019,5,112,8,1,0.195179364548099,"1,06451982240787",1,0.18575923,"0,517803964"
868,2,6,6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,3,2,4,1,5,5,5,3,4,4,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,5,2,5,2,1,5,1,1,1,2,1,2,70,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,6666,1,2,5,5,1,5,5,1,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.731859581158563,0.735493366940928,0.813265325773269,0.74464495486796,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,2,6,2,2,2,2,6,9,6,5,1,6,6,6,6,66,66,66,4,6,6,1,1,1,3,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,7,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,3,1,1,2,2,2,3,1,1,1,2,2,2,2,1,2,1,3,1,2,9,2,4,20,2,6,1,2019,2,111,7,5,1.19920681911051,"NA",1,1.313933192,"NA"
869,1,4,4,4,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,2,4,2,3,1,1,4,5,5,4,5,4,6,6,6,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,6,6,2,6,2,1,3,5,2,5,1,2,2,1,2,2,6666,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,6666,3,5,6,3,5,1,2,6666,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.755885511570247,0.542565067812441,0.802028397007887,0.787605677200686,1,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,5,6,6,4,2,3,1,2,66,10,4,6,2,1,2,6,6,2,6,66,1,3,3,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,9,1,1,1,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,2,1,2,2,1,3,2,3,3,2,2,1,2,2,1,2,1,3,5,3,2,51,5,5,3,2019,6,111,9,7,0.801142351541329,"NA",1,0.980660397,"NA"
871,2,4,4,1,3,2,1,1,2,2,1,2,1,2,2,2,1,2,2,3,6666,3,4,2,4,3,2,6,3,4,5,5,5,5,5,5,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,7,2,7,3,2,5,5,2,5,6666,1,1,2,2,2,70,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,6666,1,5,7,5,5,5,5,6666,6666,6666,2,2,1,2,2,1,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.635180976275955,0.384976749918605,0.528848878508015,0.5606263188157,2,11,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,5,1,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,3,11,6,6,1,1,1,2,1,3,1,5,1,6,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,2,1,2,2,2,1,2,6,6,6,6,6,6,6,6,6,1,2,3,2,3,2,2,2,2,5,2,1,2,2,1,2,2,2,1,2,1,2,5,3,1,41,4,666,1,2019,3,111,9,7,1.80492036226279,"NA",1,1.42001677,"NA"
874,1,4,4,4,6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,3,3,2,4,5,3,5,4,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,8,1,7,3,2,5,5,3,4,1,1,1,1,2,2,65,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,4,2,2,2,1,2,6666,2,5,5,1,5,5,1,6666,6666,2,1,2,1,2,2,2,2,2,1,1,2,2,2,6666,6666,6666,1,1,6666,6666,5,5,4,3,6,1,3,5,4,4,1,6666,6666,6666,6666,6666,6666,3,2,5,0.840146349672006,0.702487299193318,0.712780854441262,0.792326590350739,1,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,1,1,2,6,6,1,1,6,66,66,6,11,6,6,4,3,2,6,6,2,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,7,2,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,8,3,2,3,2,2,2,1,2,2,2,4,2,2,2,1,1,2,1,2,2,4,2,5,32,3,3,4,2019,6,111,9,7,0.396299112828766,"NA",1,0.485100862,"NA"
877,1,5,5,3,2,3,2,1,2,1,2,2,2,2,1,2,2,2,1,3,6666,2,3,2,3,4,4,3,4,3,5,5,3,5,2,6,4,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,6,3,3,4,7,2,5,1,1,1,2,2,2,80,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,6666,5,5,3,4,2,5,4,2,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.483855242090119,0.677295852031595,0.768006734729249,0.813746770878899,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,5,11,2,2,2,2,6,9,6,9,1,1,6,6,6,66,66,66,8,6,6,2,1,2,6,6,1,6,66,1,4,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,9,1,1,2,1,2,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,3,1,1,2,2,2,1,3,1,2,2,2,1,1,1,3,1,2,3,2,3,31,3,999,3,2019,2,112,10,4,1.26952343456038,"NA",1,2.03261559,"NA"
878,2,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,3,2,6,1,3,5,5,3,5,2,1,2,6,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,5,1,9,1,4,1,9,7,9,7,4,0,6666,2,2,2,2,1,6666,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3,3,2,2,2,2,6666,1,5,5,5,4,2,5,3,1,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.727590567581641,0.759193702708152,0.706557832561646,0.800086797674758,2,12,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,6,2,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,1,6,6,1,1,1,3,1,2,6,66,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,7,6,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,1,3,5,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,41,4,666,1,2019,2,111,7,5,0.0403454754545044,"0,403357425371159",1,0.041951108,"0,821120917"
879,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,5,3,4,2,3,3,4,2,1,5,5,5,5,3,3,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,9,1,6,1,7,4,4,9,5,2,5,2,1,1,2,2,2,75,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,6666,5,7,5,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,1,1,2,2,2,2,6666,6666,1,1,6666,6666,6666,6,6,4,3,6,6,5,5,2,5,5,2,2,2,3,3,2,1,2,5,0.72038719397037,0.382866538762128,0.260291920800905,0.12460693446019,2,5,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,11,6,6,2,2,1,1,2,3,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,4,2,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,4,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,4,77,2,5,20,2,666,2,2019,2,221,1,3,0.151225198044448,"8,42508007167055",1,0.120486542,"1,620643636"
884,1,5,5,1,7,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,3,2,3,2,4,4,5,5,2,5,2,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,1,3,1,3,5,5,6,2,10,1,1,1,2,2,2,70,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,9999,2,6666,1,3,8,5,4,3,5,3,2,6666,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6,6,6,6,3,6,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,2,5,0.661437106979559,0.853853272643983,0.678061784538184,0.731466426769448,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,4,66,6,1,6,2,1,1,2,1,1,6,66,1,6,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,12,9,1,1,2,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,2,1,2,3,1,1,2,1,2,2,2,1,2,1,2,1,3,6,3,3,36,3,4,3,2019,7,112,7,2,0.555540334643389,"1,60304530445739",1,0.342538903,"2,215685561"
885,1,5,5,3,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,5,2,4,3,3,2,4,3,5,5,5,5,5,4,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,7,2,1,4,5,4,4,1,2,2,2,2,1,6666,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,4,2,2,2,2,6666,1,5,5,3,3,3,5,1,2,6666,2,1,2,2,1,2,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,1,6,4,6,6,6,6,6,5,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.750083235292631,0.6473731718212,0.611891969220526,0.715015447510103,1,12,1,1,6,2,6,4,1,1,2,7,3,2,6,6,6,6,8,3,4,10,2,6,2,1,1,5,6,1,6,6,6,6,6,66,5,66,7,4,6,3,1,1,3,2,1,6,66,1,8,5,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,12,9,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,1,5,1,2,3,1,1,2,2,2,1,1,2,1,2,5,2,3,36,3,4,4,2019,4,120,0,1,0.0904743510023672,"0,143452044156232",1,0.139938955,"0,426258132"
887,2,3,3,3,7,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,3,3,2,2,3,3,2,5,5,5,5,3,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,2,2,3,8,3,2,4,8,2,8,1,1,1,2,2,2,68,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,1,2,6666,5,5,5,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,6666,6666,6666,1,6666,6666,6666,4,4,3,4,6,1,4,3,2,5,2,3,3,2,2,3,3,1,1,5,0.535775287098566,0.431534619360511,0.451202787429606,0.489289909735921,2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,4,2,66,6,6,1,1,6,66,66,3,11,6,6,1,1,1,1,2,3,2,3,2,4,5,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,6,1,1,1,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,2,2,3,2,2,2,3,2,2,2,4,2,2,2,1,1,2,1,2,4,88,3,2,46,4,666,1,2019,7,111,9,7,0.753335316178966,"NA",1,0.648272313,"NA"
888,1,6,6,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,3,2,3,2,3,2,4,4,5,5,4,5,5,2,2,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,7,2,2,5,9,3,5,1,2,1,2,2,2,6666,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,3,2,2,2,2,6666,1,3,5,5,5,1,1,6666,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.65776464309212,0.826650641790588,0.781382655321069,0.800086797674758,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,1,5,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,7,4,6,2,1,1,2,1,1,6,66,1,8,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,2,1,1,1,2,1,1,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,1,2,2,2,2,3,2,1,1,2,2,2,1,1,2,1,1,1,6,2,2,36,3,5,3,2019,1,112,10,0,0.958416634962486,"NA",1,1.53879727,"NA"
890,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,2,2,3,2,1,5,5,5,5,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,6,1,7,3,7,1,1,3,6,2,4,1,1,2,2,2,2,70,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,6666,1,4,5,4,2,1,5,2,2,6666,1,2,2,2,1,2,2,2,2,1,1,1,2,2,6666,6666,6666,1,1,1,6666,6,4,4,3,3,3,4,4,5,5,1,6666,6666,6666,6666,6666,6666,1,5,5,0.709366913447573,0.913168586778337,0.768964810489451,0.698316180131998,1,9,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,6,9,6,6,4,4,2,6,6,2,6,66,1,6,5,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,9,2,1,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,1,1,4,3,5,2,1,2,2,2,1,2,2,1,1,1,3,1,2,32,3,666,2,2019,3,112,7,0,0.280276803844064,"NA",3,0.274267818,"NA"
892,2,4,4,1,6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,3,3,2,4,5,5,5,5,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,3,7,2,7,3,2,5,3,3,5,1,2,1,1,2,2,6666,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,6666,1,5,5,5,4,2,5,3,3,6666,2,1,2,2,2,1,2,2,2,2,1,2,2,2,6666,6666,6666,6666,2,6666,6666,3,5,6,4,6,1,5,4,5,5,1,6666,6666,6666,6666,6666,6666,1,2,4,0.840146349672006,0.56859005550525,0.699120881237121,0.76822269724806,2,9,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,5,1,3,9,6,6,1,1,1,4,2,4,6,6,1,1,6,66,66,6,2,6,6,4,3,1,2,3,1,6,66,1,7,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,7,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,2,3,2,2,3,2,2,2,2,1,1,2,2,1,3,3,2,4,32,3,3,4,2019,6,111,9,7,1.90881526178417,"1,47722898819243",1,1.684901783,"0,957835668"
893,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,2,3,3,4,2,1,5,3,5,3,1,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,7,1,1,2,7,2,1,5,6,2,5,2,2,1,2,2,2,6666,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,6666,1,3,5,3,2,5,5,2,6666,6666,2,2,1,1,2,2,2,1,1,2,2,2,2,2,6666,1,1,6666,6666,6666,6666,4,4,2,2,2,2,4,4,3,1,4,2,2,2,2,3,3,1,2,4,0.790077342017248,0.575794837890615,0.800086797674758,0.755786282390939,1,8,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,3,6,6,1,1,6,66,6,66,4,4,6,4,3,2,6,6,2,6,66,1,5,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,7,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,1,2,3,2,4,55,5,4,4,2019,2,111,8,6,0.929971468150112,"NA",1,0.852307694,"NA"
895,1,5,5,3,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,4,3,4,4,2,6,4,4,5,1,4,5,1,1,1,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,7,3,3,5,2,4,6,6666,2,1,2,2,2,6666,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,3,2,2,2,1,1,6666,5,5,5,4,5,5,2,6666,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.580042018475707,0.344812207592913,0.582711581368349,0.685835059657926,1,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,6,66,6,1,6,1,1,1,2,1,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,9,8,1,1,1,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,1,8,2,2,1,1,1,2,2,2,2,3,4,1,2,2,1,1,2,1,1,3,5,2,2,54,5,666,1,2019,5,111,9,7,0.400425509266596,"NA",1,0.625760187,"NA"
