"UID_ANONYM_COVID","coco3_cal_AGE1","coco3_cal_AGE2","coco3_cal_DIPL","coco3_cal_SEXE","coco3_cal_ZEAT","coco3_q04","coco3_q06_1","coco3_q06_10","coco3_q06_2","coco3_q06_3","coco3_q06_4","coco3_q06_5","coco3_q06_6","coco3_q06_7","coco3_q06_8","coco3_q06_9","coco3_q07_1","coco3_q07_2","coco3_q07_3","coco3_q09","coco3_q10","coco3_q16","coco3_q17","coco3_q18","coco3_q19","coco3_q20","coco3_q21","coco3_q25_a","coco3_q37","coco3_q38_modifie_bis","coco3_q41_1","coco3_q41_2","coco3_q41_3","coco3_q41_4","coco3_q41_5","coco3_q41_6","coco3_q46_modifie_1","coco3_q46_modifie_2","coco3_q46_modifie_3","coco3_q46_modifie_4","coco3_q47","coco3_q51","coco3_q52_1","coco3_q52_2","coco3_q52_3","coco3_q52_4","coco3_q53_1","coco3_q53_2","coco3_q53_3","coco3_q54_1","coco3_q54_2","coco3_q54_3","coco3_q54_4","coco3_q54_5","coco3_q54_6","coco3_q54_7","coco3_q54_8","coco3_q54_bis_1","coco3_q54_bis_2","coco3_q54_bis_3","coco3_q54_bis_4","coco3_q54_bis_5","coco3_q54_bis_6","coco3_q54_bis_7","coco3_q59_1","coco3_q59_2","coco3_q59_3","coco3_q59_4","coco3_q59_5","coco3_q59_6","coco3_q59_7","coco3_q59_8","coco3_q59_9","coco3_q60_3","coco3_q60_5","coco3_q60_6","coco3_q64","coco3_q68","coco3_q79","coco3_q113","coco3_q114","coco3_q115","coco3_q116_1","coco3_q116_2","coco3_q116_3","coco3_q116_4","coco3_q116_5","coco3_q116_6","coco3_q117","coco3_q118_1","coco3_q118_2","coco3_q118_3","coco3_q118_4","coco3_q118_5","coco3_q118_6","coco3_q119","coco3_q120_1","coco3_q120_2","coco3_q120_3","coco3_q120_4","coco3_q120_5","coco3_q120_6","coco3_q120_7","coco3_q120_8","coco3_q121_1","coco3_q121_10","coco3_q121_2","coco3_q121_3","coco3_q121_4","coco3_q121_5","coco3_q121_6","coco3_q121_7","coco3_q121_8","coco3_q121_9","coco3_q122_1","coco3_q122_2","coco3_q122_3","coco3_q122_4","coco3_q122_5","coco3_q122_6","coco3_q122_7","coco3_q122_8","coco3_q122_9","coco3_q122_10","coco3_q122_11","coco3_q123","coco3_q124","coco3_q125_1","coco3_q125_2","coco3_q125_3","coco3_q125_4","coco3_q125_5","coco3_q126_1","coco3_q126_2","coco3_q126_3","coco3_q126_4","coco3_q126_5","coco3_q126_6","coco3_q127_1","coco3_q127_2","coco3_q127_3","coco3_q127_4","coco3_q127_5","coco3_q127_6","coco3_q128","coco3_q129","coco3_q130","coco3_q131","coco3_q132_1","coco3_q132_2","coco3_q132_3","coco3_q132_4","coco3_q132_5","coco3_q132_6","coco3_q132_7","coco3_q133","coco3_q134","coco3_q135_1","coco3_q135_2","coco3_q135_3","coco3_q136_1","coco3_q136_2","coco3_q136_3","coco3_q137_1","coco3_q137_2","coco3_q137_3","coco3_q138_1","coco3_q138_2","coco3_q138_3","coco3_q139_1","coco3_q139_2","coco3_q139_3","coco3_q140_1","coco3_q140_2","coco3_q140_3","coco3_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco3_POIDS","coco3_PDSPLT","coco3_cal_NAT","coco3_POIDS_INIT","coco3_PDSPLT_INIT"
739,5,5,1,2,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,4,3,4,3,4,3,6,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,3,5,5,5,3,4,6,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,6,1,5,1,4,1,6,4,6,3,4,4,9,3,5,3,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,4,4,2,1,4,4,2,4,4,1,6666,2,1,6666,6666,2,6666,6666,6666,2,1,1,3,2,1,1,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,4,6666,4,0.458200248150563,0.566300509302657,0.613833568553656,0.643679038430324,2,12,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,6,6,66,6,6,6,6,6,66,1,66,11,1,6,1,1,2,6,6,3,2,4,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,4,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,3,5,2,2,46,4,666,1,2019,2,211,4,3,0.0954521319300771,"0,369861762169869",1,0.100890755,"0,821120917"
740,2,2,4,1,7,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,4,3,3,4,6,3,6666,6666,6666,6666,6666,6666,1,2,2,2,4,2,5,4,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,6,1,7,3,3,5,3,4,3,4,4,7,4,10,5,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,1,1,1,1,2,1,2,4,3,2,3,2,1,3,3,3,3,6666,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,1,2,5,10,4,2,1,2,2,1,2,2,6,3,3,2,4,2,2,4,3,2,4,4,1,4,2,2,4,4,4,4,0.64019062475068,0.544632087282878,0.669820132108537,0.828385453204911,1,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,3,2,2,6,6,2,6,66,2,3,4,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,9,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,8,1,1,36,3,5,4,2019,7,111,9,7,0.782027137989712,"0,680887697065312",1,0.344046391,"0,440744708"
741,3,3,4,1,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,2,5,2,4,1,6,1,1,2,1,2,2,2,1,2,2,2,4,4,5,3,5,3,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,4,4,9,4,7,9,2,7,3,4,4,4,2,7,5,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,1,2,1,2,3,1,1,3,4,3,4,4,2,3,2,1,1,6666,1,6666,6666,1,1,1,2,2,1,1,1,1,2,3,2,2,2,2,2,1,2,2,1,1,1,2,1,4,7,3,1,2,2,2,1,1,2,1,6666,2,3,4,1,4,4,4,1,4,4,1,4,4,1,4,1,3,4,0.84980563373307,0.855441129889695,0.84224281890236,0.854068486254054,1,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,2,1,1,6,6,1,1,6,66,66,6,6,6,6,4,3,1,2,3,1,6,66,1,5,5,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,13,9,1,1,2,1,1,2,2,6,2,6,6,6,6,6,6,6,6,6,3,3,4,1,3,1,1,4,2,1,3,2,1,1,2,2,2,1,2,1,2,2,3,2,1,32,3,4,4,2019,5,112,7,0,0.594159008878618,"NA",1,0.504038519,"NA"
743,4,4,3,1,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,1,6,1,2,2,2,2,2,1,1,2,2,2,2,2,5,4,5,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,5,2,7,3,3,3,2,2,4,5,3,5,1,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,1,2,4,4,2,4,4,2,4,6666,1,6666,6666,1,6666,6666,1,6666,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,7,2,2,1,2,2,1,1,2,8,6666,2,6666,3,2,6666,4,2,6666,4,4,6666,4,2,6666,2,2,6666,3,0.757823482966472,0.627327451649138,0.74464495486796,0.74464495486796,1,9,1,1,6,2,6,7,2,3,1,1,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,8,4,6,3,2,1,2,3,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,7,1,1,1,2,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,2,1,1,2,3,4,2,2,2,2,1,1,1,2,1,2,2,3,2,2,36,3,666,2,2019,4,111,9,7,0.310700339139877,"NA",1,0.384710771,"NA"
744,3,3,3,2,6,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,6,9999,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,4,4,3,1,1,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,4,1,2,3,5,6,3,2,2,3,2,5,1,3,2,6666,6666,6666,6666,6666,6666,1,1,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,4,1,4,4,4,4,4,3,3,4,6666,6666,6666,6666,6666,6666,2,2,6666,1,2,3,1,4,3,3,2,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,1,4,6666,2,1,1,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0.880329941208675,0.807890008358484,0.847768433157537,0.712083446816822,2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,6,66,6,1,6,1,1,2,6,6,3,2,4,2,4,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,77,99,3,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,1,1,2,2,3,9,9,3,2,2,2,1,2,1,4,1,3,4,2,5,54,5,666,1,2019,6,211,1,3,0.0924083774116609,"0,722272689220587",1,0.112556083,"0,417561563"
746,3,3,4,1,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,5,2,4,3,2,2,6,1,1,2,2,2,2,2,1,2,2,2,4,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,7,2,7,2,2,5,2,4,4,2,2,5,2,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,3,4,4,1,4,4,4,4,4,1,2,6666,2,6666,6666,6666,6666,6666,2,6666,1,3,1,4,3,3,3,4,2,2,2,2,2,1,2,2,2,2,1,2,1,5,6,3,2,1,2,2,2,1,2,6,1,3,2,4,2,2,4,3,2,4,4,1,4,3,2,4,3,3,4,0.740579494840284,0.7065214049403,0.647157823207855,0.573030408072871,1,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,7,4,6,1,1,2,6,6,2,6,66,1,8,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,4,5,2,1,4,2,2,1,2,2,2,1,1,2,7,2,4,36,3,4,1,2019,4,120,0,0,0.117598553402438,"0,482932278366189",1,0.106563943,"0,612992878"
747,5,5,1,2,7,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,6666,4,5,3,5,2,3,6,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,1,2,1,3,2,3,2,2,3,4,4,4,2,6,3,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,3,3,4,4,1,1,4,6666,6666,1,2,6666,6666,2,2,6666,1,2,3,1,3,2,2,2,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,2,2,2,2,8,6666,3,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,0.800784205299197,0.532338180395959,0.550150073317212,0.605591916124009,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,6,6,7,2,6,66,1,6,1,6,66,5,2,66,6,6,1,2,5,6,6,66,6,2,6,1,1,1,2,1,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,8,6,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,1,2,1,1,1,1,1,3,2,2,2,2,1,1,2,1,3,7,2,3,54,5,666,1,2019,7,222,1,0,0.49650828647255,"0,419526252346858",1,0.472495101,"0,587746801"
749,4,4,4,2,7,3,1,2,2,1,2,2,2,2,2,1,1,2,2,3,6666,3,3,3,3,3,2,2,6,3,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,3,4,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,8,1,6,5,3,4,3,4,4,6,2,3,4,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,2,2,2,2,3,4,3,3,4,3,3,1,2,4,2,2,2,6666,1,2,2,2,6666,6666,2,2,1,3,3,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,5,2,2,1,1,2,2,2,1,2,6,1,2,2,4,3,3,4,2,4,4,2,4,4,2,2,4,3,1,4,0.489289909735921,0.633911992100553,0.470388374888924,0.567612087298378,2,10,1,1,6,2,6,5,1,3,2,99,1,6,6,6,6,6,11,5,2,6,6,6,1,1,1,5,1,5,6,6,1,1,6,66,7,66,6,3,6,3,1,1,2,2,2,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,77,99,3,1,1,2,2,2,1,4,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,7,3,3,36,3,6,4,2019,7,111,8,7,0.0826893984308678,"0,218727200691003",1,0.096103265,"0,294825446"
750,4,4,2,2,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,4,6,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,4,5,5,4,5,2,5,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,7,2,8,4,2,3,1,4,4,7,2,8,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,2,2,2,2,2,1,1,1,4,4,3,3,2,2,1,1,1,6666,6666,2,2,2,2,2,2,2,2,2,2,3,3,1,3,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,2,3,6666,4,2,2,1,1,1,2,2,4,6666,1,3,4,1,3,4,1,4,4,1,4,4,1,4,4,3,1,3,0.74464495486796,0.686983002032778,0.698904918718311,0.683784791286669,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,2,6,6,6,1,1,1,1,2,5,6,6,2,2,3,4,66,5,11,6,6,1,1,1,2,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,3,3,2,3,2,2,1,5,2,2,2,4,2,2,2,1,2,1,1,2,2,10,3,1,51,5,6,1,2019,5,111,6,4,0.625980215307684,"NA",1,0.730721593,"NA"
751,2,2,4,2,8,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,3,3,3,3,3,2,6,5,3,6666,6666,6666,6666,6666,6666,2,1,2,1,2,5,4,2,5,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,1,4,8,8,8,9,9,1,1,2,7,3,5,2,3,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,3,2,1,3,2,2,1,3,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,6,6666,2,1,1,1,1,1,1,2,4,6666,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,0.502468437834432,0.588568825929747,0.548797212570394,0.414465086976497,2,5,3,3,2,2,6,1,2,3,1,1,3,1,6,6,6,6,11,5,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,9,6,6,1,1,2,6,6,3,2,4,3,1,3,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,5,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,4,2,2,2,5,1,2,2,1,2,1,4,1,3,4,2,2,32,3,666,1,2019,8,111,9,7,0.145833031649111,"2,22633594211237",3,0.116980182,"0,57725828"
754,2,2,4,1,8,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,2,6,3,6666,6666,6666,6666,6666,6666,1,1,2,2,2,5,5,3,5,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,7,1,7,1,3,3,1,4,4,1,3,6,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,2,2,4,4,4,4,4,3,2,6666,2,6666,6666,6666,6666,6666,2,1,1,2,2,1,4,3,2,3,4,2,2,2,2,2,1,2,2,2,2,2,1,2,3,9,4,1,2,1,1,2,1,2,5,6666,3,2,4,1,1,4,3,2,4,3,2,4,3,2,4,3,2,4,0.880329941208675,0.875591582599195,0.809681310851222,0.79650278275271,1,6,1,1,6,2,6,1,1,3,2,3,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,3,6,6,2,1,6,66,66,6,8,6,6,1,1,2,6,6,3,2,4,2,3,2,4,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,2,1,2,4,1,2,1,2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,2,3,2,2,5,1,2,2,2,1,2,1,1,1,3,3,3,32,3,3,1,2019,6,111,9,7,1.65005582588617,"NA",1,0.777056711,"NA"
755,5,5,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,2,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,5,5,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,7,2,1,5,2,4,4,6,2,7,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,1,4,2,4,4,4,1,4,6666,1,6666,1,6666,6666,6666,1,6666,6666,2,1,1,3,2,1,1,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,1,2,2,2,1,2,0,6666,2,2,4,2,3,4,4,1,4,4,1,4,2,2,4,3,4,4,0.832648305725895,0.758320409501358,0.800086797674758,0.965401291373329,1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,3,1,1,11,5,4,10,2,2,2,2,7,5,6,5,6,6,6,6,6,66,5,66,6,2,6,1,1,1,3,1,1,6,66,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,10,1,1,1,1,2,1,2,4,1,2,2,2,2,1,2,2,2,2,3,2,3,2,1,2,1,2,2,1,3,1,4,2,2,2,1,1,1,1,1,2,8,2,2,36,3,5,1,2019,2,111,8,7,0.0818076242679991,"0,328301904613805",1,0.119781629,"0,758604856"
758,2,2,4,1,7,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,2,3,3,3,2,3,2,2,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,3,2,4,4,5,3,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,6,2,7,2,2,3,2,4,4,7,3,5,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,2,1,2,2,2,1,2,3,2,1,3,3,3,4,4,3,4,2,1,2,2,1,6666,6666,2,6666,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,2,5,6666,2,1,1,2,2,2,1,2,2,6666,2,2,3,2,3,4,2,2,4,4,3,4,2,2,4,1,3,4,0.54259276071628,0.675625045135098,0.781401225346572,0.687979553714143,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,5,66,8,4,6,3,2,2,6,6,1,6,66,1,5,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,13,10,1,1,2,1,1,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,3,7,2,4,32,3,3,4,2019,7,111,9,7,2.83652050480215,"NA",1,1.247903807,"NA"
759,4,4,3,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,4,3,2,4,2,6,2,2,2,2,2,2,1,1,2,2,2,2,4,5,5,5,4,6,6,6,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,8,1,7,3,2,3,1,3,3,8,2,4,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,1,4,4,4,3,4,4,4,3,6666,6666,6666,6666,1,6666,6666,6666,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,4,8,2,1,2,1,2,2,2,2,4,6666,3,2,4,4,2,2,1,4,4,1,4,4,2,2,4,3,1,4,0.5170287133861,0.542299004918564,0.686519399486642,9999,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,9,3,2,7,6,6,1,1,1,2,2,5,6,6,1,1,6,66,66,5,11,6,6,4,2,1,2,3,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,77,99,3,3,3,3,3,3,2,4,2,6,6,6,6,6,6,6,6,6,3,3,4,2,1,2,1,1,4,2,2,1,2,2,2,2,1,1,1,3,1,3,7,2,4,41,4,4,4,2018,3,111,9,7,1.76547764437009,"NA",1,2.411208609,"NA"
760,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,5,2,4,2,4,3,4,1,1,2,2,2,1,2,2,2,1,1,2,1,4,3,4,3,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,6,3,9,4,8,2,6,4,1,4,4,2,3,5,1,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,3,3,4,4,4,4,3,3,4,1,2,6666,6666,6666,6666,2,1,6666,1,2,2,1,1,1,1,2,3,2,2,2,2,2,1,2,1,2,2,1,2,1,3,8,4,1,1,2,2,2,1,2,4,6666,1,3,4,1,3,4,1,3,4,1,4,4,2,2,4,3,1,4,0.854068486254054,0.778470862210858,0.326003675489492,0.595781440428734,2,7,1,1,6,2,6,3,1,3,2,5,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,4,2,6,6,6,1,1,6,66,66,2,11,6,6,4,3,2,6,6,2,6,66,1,6,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,3,2,1,2,2,2,4,2,1,2,2,2,1,2,2,2,2,1,2,4,10,3,3,61,6,5,4,2019,2,112,7,0,0.967338995967015,"NA",1,0.80382626,"NA"
