"UID_ANONYM_COVID","coco4_cal_AGE1","coco4_cal_AGE2","coco4_cal_DIPL","coco4_cal_SEXE","coco4_cal_ZEAT","coco4_q04","coco4_q05_c","coco4_q06_1","coco4_q06_2","coco4_q06_3","coco4_q06_4","coco4_q06_5","coco4_q06_6","coco4_q06_7","coco4_q06_8","coco4_q06_9","coco4_q06_10","coco4_q07_1","coco4_q07_2","coco4_q07_3","coco4_q09","coco4_q10","coco4_q16","coco4_q17","coco4_q18","coco4_q19","coco4_q20","coco4_q21","coco4_q25_a","coco4_q38_modifie","coco4_q62_modifie","coco4_q63_modifie","coco4_q64_modifie","coco4_q68","coco4_q79","coco4_q125_modifie_1","coco4_q125_modifie_2","coco4_q125_modifie_3","coco4_q125_modifie_4","coco4_q125_modifie_5","coco4_q141","coco4_q142_1","coco4_q142_2","coco4_q142_3","coco4_q142_4","coco4_q143_1","coco4_q143_2","coco4_q143_3","coco4_q143_4","coco4_q143_5","coco4_q143_6","coco4_q143_7","coco4_q143_8","coco4_q143_9","coco4_q144","coco4_q145","coco4_experience_1_DO","coco4_q146","coco4_q147","coco4_q148","coco4_q149","coco4_q150_1","coco4_q150_2","coco4_q150_3","coco4_q150_4","coco4_q150_5","coco4_q150_6","coco4_q150_7","coco4_q151_1_c","coco4_q151_2_c","coco4_q151_3_c","coco4_q151_4_c","coco4_q151_5_c","coco4_q151_6_c","coco4_q152","coco4_q153_1","coco4_q153_2","coco4_q153_3","coco4_q153_4","coco4_q153_5","coco4_q153_6","coco4_q154_1","coco4_q154_2","coco4_q154_3","coco4_q154_4","coco4_q154_5","coco4_q155_1","coco4_q155_2","coco4_q155_3","coco4_q155_4","coco4_q155_5","coco4_q155_6","coco4_q155_7","coco4_q155_8","coco4_q155_9","coco4_q155_10","coco4_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","POIDS_coco4","PDSPLT_coco4","coco4_cal_NAT","POIDS_INIT_coco4","PDSPLT_INIT_coco4"
722,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,4,3,4,3,3,1,4,2,3,9,4,4,3,4,3,2,2,2,1,1,2,2,2,1,4,4,2,2,2,4,3,1,1,3,6666,6666,1,3,2,4,3,4,2,2,4,1000,1000,1000,1400,1800,1200,4,3,3,3,3,3,3,2,3,4,5,5,6,4,5,2,5,5,2,2,4,2,0.627012096652168,0.778470862210858,0.74464495486796,0.706557832561646,2,14,2,2,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,2,6,2,2,2,2,6,5,6,5,6,6,6,6,6,66,6,66,7,1,6,2,1,1,2,1,1,6,66,1,5,4,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,10,6,1,1,1,1,1,2,1,4,1,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,1,1,6,2,2,2,3,1,2,2,2,1,2,1,1,1,5,2,1,55,5,4,3,2019,2,300,0,0,2.58385930693186,"NA",2,1.980980058,"NA"
723,6,6,3,2,4,3,4,2,2,1,2,2,2,2,2,2,2,2,2,1,3,6666,3,3,3,3,3,3,2,4,2,3,3,2,10,2,2,2,3,4,1,1,1,2,2,2,4,4,4,2,1,2,1,3,1,1,3,6666,6666,1,2,6,4,4,4,2,2,4,1300,1300,1000,1200,2500,1800,3,3,3,3,3,2,3,5,2,4,3,3,4,3,5,6,6,4,5,5,3,2,0.51071009026408,0.491336563755069,0.328040876065025,0.43870859915981,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,4,10,2,2,2,2,6,1,6,5,6,6,6,6,6,66,66,5,9,6,6,1,1,2,6,6,1,6,66,1,6,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,2,1,4,3,3,3,2,1,2,1,2,2,2,1,2,1,1,8,4,3,32,3,3,1,2019,4,111,5,4,0.214513375640775,"0,676725810784035",1,0.509736738,"1,966742584"
724,5,5,3,1,1,2,9,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,3,2,4,1,2,6,3,5,2,2,3,3,3,1,1,1,2,2,2,2,2,3,2,3,3,3,3,2,1,3,6666,6666,1,3,2,5,4,4,3,2,4,1400,1300,1400,1300,1500,1300,5,2,3,2,3,3,2,4,9999,4,4,9999,3,3,5,2,5,4,6,4,5,4,0.74464495486796,0.758320409501358,0.815206925106399,0.869188613685696,1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,9,3,2,7,2,6,2,1,1,2,6,4,6,6,6,6,6,66,66,2,11,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,11,8,1,1,2,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,2,1,4,1,1,2,1,2,3,2,3,2,1,2,2,2,1,1,2,1,1,3,2,2,5,46,4,4,3,2019,1,111,10,8,0.0321805154560691,"0,754200120463943",1,0.058460945,"1,441470687"
726,4,4,1,1,7,2,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,2,3,3,3,4,1,2,3,7,3,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3,4,1,2,3,6666,6666,1,2,6,5,3,3,3,3,5,9999,9999,9999,9999,9999,9999,9999,3,3,3,3,3,3,4,4,4,4,4,4,2,4,5,5,4,5,3,3,2,0.626314689027728,0.471391319331979,0.558391725746859,0.590953233797996,1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,1,1,3,8,6,6,1,1,1,1,2,5,6,6,1,1,6,66,66,4,1,6,6,2,1,1,3,1,1,6,66,1,4,5,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,8,4,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,1,1,2,4,1,1,1,1,2,2,2,1,2,1,1,2,3,1,3,1,51,5,6,3,2019,7,400,0,0,2.88998049427511,"NA",1,1.370932504,"NA"
730,3,3,3,1,5,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,1,4,1,1,2,3,1,3,3,4,3,2,2,3,2,2,2,2,1,3,3,2,3,2,3,3,2,3,2,2,1,1,6666,6666,2,2,5,5,3,3,3,4,1100,1200,1200,1200,1200,1100,2,2,3,2,2,3,2,3,3,4,4,4,5,4,4,4,6,6,6,3,7,4,0.95301577214166,0.93745508834324,0.74464495486796,0.74464495486796,1,9,1,1,6,2,6,3,1,3,2,2,1,6,6,6,6,6,10,4,3,9,6,6,1,1,1,9,6,5,2,6,6,6,6,66,66,66,1,6,5,2,1,2,6,6,2,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,11,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,2,3,3,1,1,2,1,4,3,2,3,1,1,2,2,2,2,1,2,1,1,2,3,2,1,10,1,6,3,2019,5,221,1,1,0.51622847046183,"NA",1,0.4473663,"NA"
732,5,5,3,2,5,3,3,2,1,2,2,1,2,2,2,2,2,1,2,2,3,6666,2,3,3,3,3,2,3,2,2,2,5,3,4,2,2,2,3,3,2,1,1,1,2,2,2,2,3,2,1,4,2,3,1,1,2,6666,1,6666,3,3,5,3,5,2,4,4,1200,900,1000,1500,2000,900,2,2,3,2,2,3,2,3,2,3,4,5,4,4,6,6,3,4,3,5,3,3,0.456728401684783,0.377580386949897,0.456728401684783,0.401286558877985,2,12,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,1,9,3,1,5,6,2,1,2,6,1,2,1,6,6,1,1,6,66,66,4,6,6,6,2,1,1,2,1,1,6,66,1,7,5,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,11,9,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,3,4,3,3,51,5,3,3,2019,5,111,9,7,0.316785720635682,"NA",1,0.720663386,"NA"
733,4,4,2,2,6,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,4,1,3,2,2,4,3,2,3,3,3,3,3,1,2,2,2,1,1,2,3,3,2,3,2,3,3,1,2,3,6666,6666,1,3,5,4,4,4,3,3,4,1200,1200,1200,1400,1800,1200,1,3,3,3,2,3,2,4,4,4,4,4,3,1,5,3,6,6,6,1,6,3,0.901750121736834,0.928887106127005,0.838173919981072,0.651223283235531,2,10,1,1,6,2,6,4,1,3,2,2,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,5,2,2,6,6,1,1,6,66,3,66,6,4,6,3,1,1,3,2,5,6,66,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,4,1,1,1,2,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,3,6,3,4,54,5,5,4,2019,6,111,6,4,0.592991070907031,"NA",1,0.640489899,"NA"
734,2,2,3,2,2,1,5,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,4,2,2,2,2,3,2,5,4,3,2,2,4,1,1,2,1,2,1,2,3,4,2,4,4,2,2,1,2,3,6666,6666,1,3,4,5,3,3,2,2,3,1250,1300,1200,1200,1400,1300,5,2,3,2,3,3,3,4,2,5,5,5,3,4,5,2,5,7,5,3,7,4,0.882367141784208,0.363979439130718,0.901750121736834,0.834685506301429,2,6,1,1,6,2,6,3,1,3,2,2,1,6,6,7,6,1,10,4,1,5,6,2,1,2,8,5,2,5,6,6,1,1,6,66,6,66,6,3,6,2,1,2,6,6,3,2,4,2,2,4,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,8,4,1,1,2,1,2,3,2,3,2,6,6,6,6,6,6,6,6,6,3,2,4,2,2,2,1,1,3,2,2,2,5,2,2,2,1,2,2,1,2,3,5,1,3,54,5,6,3,2019,2,111,8,7,1.18245200821327,"NA",1,0.750558719,"NA"
736,3,3,1,2,3,1,8888,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,1,4,3,2,9,2,8,3,3,3,2,3,2,1,1,2,2,3,2,2,2,1,1,2,3,3,1,1,2,6666,1,6666,2,6,5,5,4,6,4,4,1300,1200,1100,1300,1500,1100,1,3,3,3,3,3,3,1,1,1,1,5,5,4,4,4,6,7,4,7,4,4,0.860946961256049,0.40982311331716,0.393077232048287,0.740363532321473,2,9,1,1,6,2,6,4,1,1,2,7,7,3,6,3,2,1,1,1,1,1,2,2,2,2,8,66,6,4,6,6,6,6,6,66,66,66,66,6,6,4,1,2,6,6,3,1,5,2,4,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,6,1,1,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,3,2,4,2,2,3,5,1,1,1,5,2,1,2,2,2,1,1,1,4,9,3,5,666,666,6,4,2019,3,111,7,5,2.54732163621663,"NA",3,1.751776235,"NA"
739,5,5,1,2,2,3,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,3,4,2,3,6,4,3,3,7,3,5,4,3,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,6666,1,6666,3,3,5,3,4,2,2,3,9999,9999,9999,9999,9999,9999,3,2,3,2,3,2,3,9999,9999,9999,4,4,4,4,6,5,5,4,6,4,6,5,0.772485549769044,0.566300509302657,0.613833568553656,0.643679038430324,2,12,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,6,6,66,6,6,6,6,6,66,1,66,11,1,6,1,1,2,6,6,3,2,4,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,4,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,3,5,2,2,46,4,666,1,2019,2,211,4,3,0.0938042301327339,"0,29324228137802",1,0.100890755,"0,821120917"
740,2,2,4,1,7,1,5,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,3,4,2,1,2,8,3,10,2,2,2,2,3,1,2,2,1,2,4,4,4,1,2,1,2,4,4,1,1,3,6666,6666,2,3,4,4,2,3,1,1,4,1100,1300,1100,1200,1600,1100,5,2,3,2,1,3,2,4,2,4,4,4,5,4,6,3,5,6,5,3,5,5,0.537067146461103,0.544632087282878,0.669820132108537,0.828385453204911,1,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,3,2,2,6,6,2,6,66,2,3,4,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,9,1,1,2,2,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,8,1,1,36,3,5,4,2019,7,111,9,7,0.863533906735875,"0,974836122199668",1,0.344046391,"0,440744708"
743,4,4,3,1,4,1,9,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,3,2,3,2,3,5,3,7,2,2,2,2,3,1,1,1,1,2,1,2,2,1,3,3,3,2,1,2,2,1,1,6666,6666,2,3,5,3,3,4,4,4,1300,1200,1400,1400,1400,1200,5,3,3,3,3,3,3,3,4,3,4,4,5,2,4,2,5,4,5,3,5,4,0.757823482966472,0.627327451649138,0.74464495486796,0.74464495486796,1,9,1,1,6,2,6,7,2,3,1,1,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,8,4,6,3,2,1,2,3,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,7,1,1,1,2,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,2,1,1,2,3,4,2,2,2,2,1,1,1,2,1,2,2,3,2,2,36,3,666,2,2019,4,111,9,7,0.326892493478923,"NA",1,0.384710771,"NA"
744,3,3,3,2,6,2,6,2,1,1,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,4,6,3,2,2,3,2,5,4,4,4,4,3,2,1,2,1,2,2,3,2,3,3,3,3,3,3,1,2,3,6666,6666,1,2,3,5,4,4,3,3,4,1200,1100,1300,1500,1600,1200,9999,2,3,2,2,3,2,4,2,3,4,4,5,3,5,2,3,5,5,2,5,4,0.901750121736834,0.807890008358484,0.847768433157537,0.712083446816822,2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,6,66,6,1,6,1,1,2,6,6,3,2,4,2,4,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,77,99,3,1,1,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,1,1,2,2,3,9,9,3,2,2,2,1,2,1,4,1,3,4,2,5,54,5,666,1,2019,6,211,1,3,0.0992868341366251,"0,533264651092314",1,0.112556083,"0,417561563"
746,3,3,4,1,4,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,4,5,2,4,3,2,2,1,2,3,3,2,6,3,3,3,4,4,1,1,1,1,2,2,3,3,3,3,2,1,1,3,1,2,1,1,6666,6666,2,2,3,3,3,2,2,1,1250,1300,1350,1450,1600,1500,3,3,3,2,2,3,2,4,9999,2,4,4,3,5,6,2,3,6,6,4,6,6,0.740579494840284,0.7065214049403,0.647157823207855,0.573030408072871,1,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,7,4,6,1,1,2,6,6,2,6,66,1,8,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,4,5,2,1,4,2,2,1,2,2,2,1,1,2,7,2,4,36,3,4,1,2019,4,120,0,0,0.127219621016497,"0,624715467533623",1,0.106563943,"0,612992878"
747,5,5,1,2,7,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,3,3,6,4,3,3,3,2,6,2,2,2,3,3,1,1,2,2,2,2,1,3,2,1,2,2,2,3,1,1,1,1,6666,6666,2,3,5,3,4,3,1,4,1300,1100,1300,1300,1500,1200,5,3,3,3,3,3,3,2,4,4,3,4,4,3,5,3,5,5,5,3,5,4,0.84224281890236,0.532338180395959,0.550150073317212,0.605591916124009,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,6,6,7,2,6,66,1,6,1,6,66,5,2,66,6,6,1,2,5,6,6,66,6,2,6,1,1,1,2,1,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,8,6,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,1,2,1,1,1,1,1,3,2,2,2,2,1,1,2,1,3,7,2,3,54,5,666,1,2019,7,222,1,0,0.477720426045967,"0,437276632520324",1,0.472495101,"0,587746801"
749,4,4,4,2,7,2,4,2,2,1,2,2,2,2,2,1,2,1,2,2,3,6666,2,3,3,3,3,2,2,3,2,3,4,2,4,2,3,3,3,3,2,1,2,2,2,3,2,3,1,3,3,2,3,2,1,1,2,6666,1,6666,3,3,4,3,4,4,4,5,1200,1200,1300,1300,1700,1300,3,3,3,3,3,3,3,3,2,3,4,4,3,2,6,4,4,5,5,1,4,4,0.469906929783295,0.633911992100553,0.470388374888924,0.567612087298378,2,10,1,1,6,2,6,5,1,3,2,99,1,6,6,6,6,6,11,5,2,6,6,6,1,1,1,5,1,5,6,6,1,1,6,66,7,66,6,3,6,3,1,1,2,2,2,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,77,99,3,1,1,2,2,2,1,4,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,7,3,3,36,3,6,4,2019,7,111,8,7,0.08435513995097,"0,308594401277343",1,0.096103265,"0,294825446"
750,4,4,2,2,5,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,5,2,3,3,1,2,3,2,2,3,3,2,2,3,3,1,1,1,2,2,3,2,2,3,1,2,2,2,3,1,1,2,6666,1,6666,2,2,2,2,5,2,1,2,1200,1200,1300,1500,1800,1200,1,3,3,3,2,2,2,4,5,4,9999,9999,4,4,4,3,5,4,6,1,4,4,0.792326590350739,0.686983002032778,0.698904918718311,0.683784791286669,2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,2,6,6,6,1,1,1,1,2,5,6,6,2,2,3,4,66,5,11,6,6,1,1,1,2,1,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,9,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,3,3,2,3,2,2,1,5,2,2,2,4,2,2,2,1,2,1,1,2,2,10,3,1,51,5,6,1,2019,5,111,6,4,0.674086637691525,"NA",1,0.730721593,"NA"
754,2,2,4,1,8,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,2,3,4,2,3,4,5,4,4,3,3,4,2,1,1,2,2,3,4,2,3,4,4,3,1,3,2,2,3,6666,6666,1,2,3,5,5,5,5,5,5,1100,1000,1100,1200,1300,1300,3,3,3,3,3,3,3,1,9999,5,4,2,2,4,6,1,7,7,5,4,6,1,0.893508469307187,0.875591582599195,0.809681310851222,0.79650278275271,1,6,1,1,6,2,6,1,1,3,2,3,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,1,2,3,6,6,2,1,6,66,66,6,8,6,6,1,1,2,6,6,3,2,4,2,3,2,4,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,2,1,2,4,1,2,1,2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,2,3,2,2,5,1,2,2,2,1,2,1,1,1,3,3,3,32,3,3,1,2019,6,111,9,7,1.72367234907582,"NA",1,0.777056711,"NA"
755,5,5,4,1,1,2,7,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,5,2,5,2,4,2,4,1,3,6,2,7,4,3,2,2,3,1,2,2,2,1,3,3,4,4,2,2,2,3,3,1,1,1,2,6666,6666,2,3,3,3,4,1,1,3,1200,1200,1200,1200,2000,1500,5,2,3,2,2,3,2,3,3,2,4,3,4,2,4,1,3,6,5,1,5,4,0.869188613685696,0.758320409501358,0.800086797674758,0.965401291373329,1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,3,1,1,11,5,4,10,2,2,2,2,7,5,6,5,6,6,6,6,6,66,5,66,6,2,6,1,1,1,3,1,1,6,66,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,10,1,1,1,1,2,1,2,4,1,2,2,2,2,1,2,2,2,2,3,2,3,2,1,2,1,2,2,1,3,1,4,2,2,2,1,1,1,1,1,2,8,2,2,36,3,5,1,2019,2,111,8,7,0.0735778991314233,"0,392188890323781",1,0.119781629,"0,758604856"
758,2,2,4,1,7,1,6,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,3,4,2,3,2,3,4,3,7,2,6,3,3,2,2,3,1,2,1,2,2,2,3,3,3,2,2,2,2,3,1,2,3,6666,6666,1,2,2,4,4,3,4,3,3,1600,1800,2000,2400,2200,1900,5,2,2,2,2,2,2,9999,9999,4,4,4,3,4,5,5,3,5,6,5,4,4,0.678277747056995,0.675625045135098,0.781401225346572,0.687979553714143,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,5,6,6,1,1,6,66,5,66,8,4,6,3,2,2,6,6,1,6,66,1,5,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,13,10,1,1,2,1,1,2,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,3,7,2,4,32,3,3,4,2019,7,111,9,7,3.13215681919268,"NA",1,1.247903807,"NA"
760,3,3,2,2,2,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,4,2,1,3,2,2,3,5,3,2,2,3,3,2,1,1,1,2,2,1,1,4,1,1,2,3,4,1,1,3,6666,6666,1,4,2,5,5,5,1,1,4,1250,1000,1250,1500,1800,1250,3,3,3,3,3,3,3,5,1,5,5,5,7,4,5,1,7,2,7,4,4,1,0.869188613685696,0.778470862210858,0.326003675489492,0.595781440428734,2,7,1,1,6,2,6,3,1,3,2,5,1,6,6,6,6,6,7,2,2,7,6,6,1,1,1,4,2,6,6,6,1,1,6,66,66,2,11,6,6,4,3,2,6,6,2,6,66,1,6,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,3,2,1,2,2,2,4,2,1,2,2,2,1,2,2,2,2,1,2,4,10,3,3,61,6,5,4,2019,2,112,7,0,0.967385876998388,"NA",1,0.80382626,"NA"
762,5,5,2,1,7,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,3,3,9999,1,2,3,3,2,5,2,2,2,2,2,9999,2,2,2,1,3,2,2,3,2,2,3,2,2,1,1,3,6666,6666,1,3,6,5,4,4,3,3,5,1200,1300,1800,1500,1800,1200,9999,3,3,2,3,3,3,3,4,4,3,3,1,1,5,4,5,5,7,5,1,1,0.84224281890236,0.604176095880175,0.652501176101615,0.532346233311049,1,11,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,1,6,3,1,1,2,6,6,1,6,66,1,3,5,2,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,2,1,2,2,5,3,1,1,2,2,1,1,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,5,2,1,10,1,666,1,2019,7,112,9,0,0.596763341963661,"NA",1,0.694462036,"NA"
